EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,OBJECTID
86901,1732076,REGULAR,DURAMART,,1480 S 7TH ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/30 00:00:00,98,,DURAMART,,3411
86906,1690451,REGULAR,EDIBLE ARRANGEMENTS #1197,,6515 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2022/07/26 00:00:00,98,A,EDIBLE ARRANGEMENTS #1197,,3412
86906,1732746,REGULAR,EDIBLE ARRANGEMENTS #1197,,6515 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2023/01/26 00:00:00,98,A,EDIBLE ARRANGEMENTS #1197,,3413
86912,1725073,REGULAR,DOLLAR GENERAL #12576,,7850 DIXIE HWY,,LOUISVILLE,KY,40258,PRE-PACKAGED RETAIL,2022/12/20 00:00:00,99,,DOLLAR GENERAL #12576,,3414
86913,1666787,REGULAR,MOBY DICK,,12416 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2022/04/21 00:00:00,96,A,MOBY DICK,,3415
86913,1710586,REGULAR,MOBY DICK,,12416 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2022/10/19 00:00:00,96,A,MOBY DICK,,3416
86961,1662947,REGULAR,HIGHLANDS LATIN SCHOOL 1,,10901 SHELBYVILLE RD,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2022/04/04 00:00:00,99,A,HIGHLANDS LATIN SCHOOL 1,,3417
86961,1706858,REGULAR,HIGHLANDS LATIN SCHOOL 1,,10901 SHELBYVILLE RD,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2022/10/06 00:00:00,99,A,HIGHLANDS LATIN SCHOOL 1,,3418
86961,1732879,REGULAR,HIGHLANDS LATIN SCHOOL 1,,10901 SHELBYVILLE RD,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/02 00:00:00,100,A,HIGHLANDS LATIN SCHOOL 1,,3419
86962,1676705,REGULAR,CHUY'S #22,,104 OXMOOR CT,,LOUISVILLE,KY,40222,FOOD SERVICE,2022/06/01 00:00:00,98,A,CHUY'S #22,,3420
86962,1708292,FOLLOWUP,CHUY'S #22,,104 OXMOOR CT,,LOUISVILLE,KY,40222,FOOD SERVICE,2022/10/07 00:00:00,100,A,CHUY'S #22,,3421
86962,1705699,REGULAR,CHUY'S #22,,104 OXMOOR CT,,LOUISVILLE,KY,40222,FOOD SERVICE,2022/10/03 00:00:00,95,C,CHUY'S #22,,3422
86962,1731455,REGULAR,CHUY'S #22,,104 OXMOOR CT,,LOUISVILLE,KY,40222,FOOD SERVICE,2023/01/26 00:00:00,98,A,CHUY'S #22,,3423
86963,1731516,SURVEY,SHORTY'S FOOD MART #4,,1711 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/03 00:00:00,,,SHORTY'S FOOD MART #4,,3424
86963,1716302,REGULAR,SHORTY'S FOOD MART #4,,1711 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/11/11 00:00:00,95,A,SHORTY'S FOOD MART #4,,3425
86963,1716303,REGULAR,SHORTY'S FOOD MART #4,,1711 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/11/11 00:00:00,96,,SHORTY'S FOOD MART #4,,3426
86964,1673657,REGULAR,OLIVE GARDEN #1852,,4811 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2022/05/20 00:00:00,93,A,OLIVE GARDEN #1852,,3427
86964,1722442,REGULAR,OLIVE GARDEN #1852,,4811 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2022/12/08 00:00:00,97,A,OLIVE GARDEN #1852,,3428
