EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,OBJECTID
29956,1684470,REGULAR,CVS #6211,,3721 LEXINGTON RD,,LOUISVILLE,KY,40207,PRE-PACKAGED RETAIL,2022/07/06 00:00:00,100,,CVS #6211,,0
29967,1699737,REGULAR,NEIGHBORHOOD FOOD MART,,542 LAMPTON ST,,LOUISVILLE,KY,40203,SUPERMARKET WITH PROCESSING,2022/09/07 00:00:00,97,,NEIGHBORHOOD FOOD MART,,1
29979,1657125,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/08 00:00:00,96,A,CIRCLE K #4700075,,2
29979,1657126,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/08 00:00:00,99,,CIRCLE K #4700075,,3
29979,1698679,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,97,A,CIRCLE K #4700075,,4
29979,1698680,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,98,,CIRCLE K #4700075,,5
29979,1731827,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/27 00:00:00,95,A,CIRCLE K #4700075,,6
29979,1731828,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/27 00:00:00,97,,CIRCLE K #4700075,,7
30043,1700824,FOLLOWUP,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/12 00:00:00,98,,F&Y SUPERMARKET,,8
30043,1678623,SURVEY,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/05/26 00:00:00,,,F&Y SUPERMARKET,,9
30043,1698630,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,94,A,F&Y SUPERMARKET,,10
30043,1698631,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,95,,F&Y SUPERMARKET,,11
30075,1673914,REGULAR,CVS #6199,,3130 PORTLAND AVE,,LOUISVILLE,KY,40212,PRE-PACKAGED RETAIL,2022/05/23 00:00:00,97,,CVS #6199,,12
30075,1678618,SURVEY,CVS #6199,,3130 PORTLAND AVE,,LOUISVILLE,KY,40212,PRE-PACKAGED RETAIL,2022/05/27 00:00:00,,,CVS #6199,,13
30085,1665227,COMPLAINT,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/28 00:00:00,,,SPEEDWAY #9709,,14
30085,1665230,FOLLOWUP,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/04/08 00:00:00,,,SPEEDWAY #9709,,15
30085,1661247,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/28 00:00:00,93,A,SPEEDWAY #9709,,16
30085,1661248,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/28 00:00:00,95,,SPEEDWAY #9709,,17
30085,1705774,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/10/03 00:00:00,96,A,SPEEDWAY #9709,,18
30085,1705775,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/10/03 00:00:00,95,,SPEEDWAY #9709,,19
30108,1684741,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/06 00:00:00,99,A,SPEEDWAY #9515,,20
30108,1684742,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/06 00:00:00,100,,SPEEDWAY #9515,,21
30108,1724197,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/16 00:00:00,99,A,SPEEDWAY #9515,,22
30108,1724198,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/16 00:00:00,100,,SPEEDWAY #9515,,23
30154,1660530,REGULAR,CIRCLE K #4700117,,9619 WHIPPS MILL RD,,LOUISVILLE,KY,40222,PRE-PACKAGED RETAIL,2022/03/23 00:00:00,100,,CIRCLE K #4700117,,24
30248,1655368,REGULAR,NEWCOMER ACADEMY,,3741 PULLIAM DR,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/01 00:00:00,100,A,NEWCOMER ACADEMY,,25
30248,1697515,REGULAR,NEWCOMER ACADEMY,,3741 PULLIAM DR,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/29 00:00:00,100,A,NEWCOMER ACADEMY,,26
30264,1692958,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/08/09 00:00:00,98,A,SPEEDWAY #5043,,27
30264,1692959,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/08/09 00:00:00,97,,SPEEDWAY #5043,,28
30264,1732669,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/02/01 00:00:00,94,A,SPEEDWAY #5043,,29
30264,1732670,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/02/01 00:00:00,97,,SPEEDWAY #5043,,30
30337,1664450,REGULAR,PIC PAC,,3110 TAYLOR BLVD,,LOUISVILLE,KY,40215,SUPERMARKET WITH PROCESSING,2022/04/11 00:00:00,92,,PIC PAC,,31
30374,1673635,REGULAR,SUGAR AND SPICE,,5613 BARDSTOWN RD,,LOUISVILLE,KY,40291,PRE-PACKAGED RETAIL,2022/05/18 00:00:00,99,,SUGAR AND SPICE,,32
30394,1686030,COMPLAINT,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,,,SAM'S CLUB #8276,,33
30394,1682788,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,98,A,SAM'S CLUB #8276,,34
30394,1682789,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,94,,SAM'S CLUB #8276,,35
30394,1684121,FOLLOWUP,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/05 00:00:00,100,,SAM'S CLUB #8276,,36
30394,1724804,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/19 00:00:00,98,A,SAM'S CLUB #8276,,37
30394,1724805,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/19 00:00:00,99,,SAM'S CLUB #8276,,38
30411,1721988,REGULAR,WALGREENS #12322,,808 EASTERN PKWY,,LOUISVILLE,KY,40217,PRE-PACKAGED RETAIL,2022/12/07 00:00:00,95,,WALGREENS #12322,,39
30425,1685452,REGULAR,BIG LOTS #226,,4121 SHELBYVILLE RD,,LOUISVILLE,KY,40207,SUPERMARKET WITH PROCESSING,2022/07/11 00:00:00,100,,BIG LOTS #226,,40
30826,1657590,REGULAR,TIMOTHY'S ANGELS,,1351 CATALPA ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/10 00:00:00,99,A,TIMOTHY'S ANGELS,,41
30826,1715420,REGULAR,TIMOTHY'S ANGELS,,1351 CATALPA ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/08 00:00:00,99,A,TIMOTHY'S ANGELS,,42
30917,1677229,REGULAR,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/06 00:00:00,98,A,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,43
30917,1715303,REGULAR,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/07 00:00:00,99,A,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,44
30972,1654739,REGULAR,KINDER CARE LEARNING CTR #420,,730 ZORN AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/25 00:00:00,100,A,KINDER CARE LEARNING CTR #420,,45
30972,1701548,REGULAR,KINDER CARE LEARNING CTR #420,,730 ZORN AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/14 00:00:00,100,A,KINDER CARE LEARNING CTR #420,,46
30989,1654772,REGULAR,SOUTHSIDE CHRISTIAN,,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/25 00:00:00,96,A,SOUTHSIDE CHRISTIAN,,47
30989,1699656,REGULAR,SOUTHSIDE CHRISTIAN,,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/07 00:00:00,98,A,SOUTHSIDE CHRISTIAN,,48
30993,1662148,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/30 00:00:00,99,A,WEE CARE NURSERY,,49
30993,1703319,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/21 00:00:00,100,A,WEE CARE NURSERY,,50
30993,1730555,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/01/23 00:00:00,100,A,WEE CARE NURSERY,,51
31043,1675318,REGULAR,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/27 00:00:00,98,C,KINDER CARE LEARNING CTR #424,,52
31043,1676111,FOLLOWUP,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/01 00:00:00,100,A,KINDER CARE LEARNING CTR #424,,53
31043,1715224,REGULAR,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/07 00:00:00,96,A,KINDER CARE LEARNING CTR #424,,54
31053,1682529,REGULAR,KINDER CARE LEARNING CTR #416,,8016 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/27 00:00:00,100,A,KINDER CARE LEARNING CTR #416,,55
31053,1720064,REGULAR,KINDER CARE LEARNING CTR #416,,8016 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/30 00:00:00,98,A,KINDER CARE LEARNING CTR #416,,56
31071,1670998,SURVEY,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/14 00:00:00,,,KINDER CARE LEARNING CTR #418,,57
31071,1675682,REGULAR,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/31 00:00:00,100,A,KINDER CARE LEARNING CTR #418,,58
31071,1719600,REGULAR,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/29 00:00:00,100,A,KINDER CARE LEARNING CTR #418,,59
31081,1660703,REGULAR,LOU. BAPT HOSP CHILD DEV.,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/24 00:00:00,100,A,LOU. BAPT HOSP CHILD DEV.,,60
31081,1700142,REGULAR,LOU. BAPT HOSP CHILD DEV.,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/08 00:00:00,100,A,LOU. BAPT HOSP CHILD DEV.,,61
31097,1666562,REGULAR,KINDER CARE LEARNING CTR #417,,2013 HERR LN,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/20 00:00:00,99,A,KINDER CARE LEARNING CTR #417,,62
31097,1703833,REGULAR,KINDER CARE LEARNING CTR #417,,2013 HERR LN,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/26 00:00:00,99,A,KINDER CARE LEARNING CTR #417,,63
31145,1692904,REGULAR,ST. JOSEPH CHILD DEV. CTR,,2823 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/09 00:00:00,99,A,ST. JOSEPH CHILD DEV. CTR,,64
31189,1663670,REGULAR,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,306 ROY WILKINS BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/05 00:00:00,100,A,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,65
31189,1717768,REGULAR,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,306 ROY WILKINS BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/16 00:00:00,96,A,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,66
31202,1653510,COMPLAINT,CHESTNUT STREET FAMILY YMCA,,930 W CHESTNUT ST,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/15 00:00:00,,,CHESTNUT STREET FAMILY YMCA,,67
31202,1653512,FOLLOWUP,CHESTNUT STREET FAMILY YMCA,,930 W CHESTNUT ST,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/16 00:00:00,,,CHESTNUT STREET FAMILY YMCA,,68
31202,1652183,REGULAR,CHESTNUT STREET FAMILY YMCA,,930 W CHESTNUT ST,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/15 00:00:00,97,A,CHESTNUT STREET FAMILY YMCA,,69
31202,1713262,REGULAR,CHESTNUT STREET FAMILY YMCA,,930 W CHESTNUT ST,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/31 00:00:00,95,A,CHESTNUT STREET FAMILY YMCA,,70
31203,1661692,REGULAR,MAPLE GROVE DAY CARE,,5911 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/29 00:00:00,98,A,MAPLE GROVE DAY CARE,,71
31203,1671142,SURVEY,MAPLE GROVE DAY CARE,,5911 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/14 00:00:00,,,MAPLE GROVE DAY CARE,,72
31203,1708199,REGULAR,MAPLE GROVE DAY CARE,,5911 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/11 00:00:00,100,A,MAPLE GROVE DAY CARE,,73
31210,1689105,REGULAR,KEYSTONE LEARNING ACADEMY,,1705 S 13TH ST,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/07/26 00:00:00,97,A,KEYSTONE LEARNING ACADEMY,,74
31210,1723018,REGULAR,KEYSTONE LEARNING ACADEMY,,1705 S 13TH ST,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/12/12 00:00:00,98,A,KEYSTONE LEARNING ACADEMY,,75
31211,1691013,REGULAR,SOUTHSIDE CHRISTIAN #2,,4014 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/02 00:00:00,100,A,SOUTHSIDE CHRISTIAN #2,,76
31211,1728205,REGULAR,SOUTHSIDE CHRISTIAN #2,,4014 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/01/11 00:00:00,100,A,SOUTHSIDE CHRISTIAN #2,,77
31213,1657676,REGULAR,RIDGEWOOD CHILD DEV. CTR.,,6209 GREENWOOD RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/10 00:00:00,97,A,RIDGEWOOD CHILD DEV. CTR.,,78
31213,1699409,REGULAR,RIDGEWOOD CHILD DEV. CTR.,,6209 GREENWOOD RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/06 00:00:00,99,A,RIDGEWOOD CHILD DEV. CTR.,,79
31220,1678007,REGULAR,ADATH JESHURUN PRESCHOOL,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/07 00:00:00,100,A,ADATH JESHURUN PRESCHOOL,,80
31220,1716227,REGULAR,ADATH JESHURUN PRESCHOOL,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/10 00:00:00,99,A,ADATH JESHURUN PRESCHOOL,,81
31231,1669893,REGULAR,TEMPLE PRE-SCHOOL,,5101 US HWY 42,,LOUISVILLE,KY,40241,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/04 00:00:00,100,A,TEMPLE PRE-SCHOOL,,82
31231,1709318,REGULAR,TEMPLE PRE-SCHOOL,,5101 US HWY 42,,LOUISVILLE,KY,40241,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/14 00:00:00,100,A,TEMPLE PRE-SCHOOL,,83
31288,1677228,REGULAR,LA PETITE ACADEMY,,10501 TIMBERWOOD CIR,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/06 00:00:00,98,A,LA PETITE ACADEMY,,84
31288,1715302,REGULAR,LA PETITE ACADEMY,,10501 TIMBERWOOD CIR,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/07 00:00:00,99,A,LA PETITE ACADEMY,,85
31299,1652970,REGULAR,SOUTHSIDE CHRISTIAN #3,,7419 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/17 00:00:00,97,A,SOUTHSIDE CHRISTIAN #3,,86
31299,1692618,REGULAR,SOUTHSIDE CHRISTIAN #3,,7419 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/08 00:00:00,98,A,SOUTHSIDE CHRISTIAN #3,,87
31299,1729726,REGULAR,SOUTHSIDE CHRISTIAN #3,,7419 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/01/19 00:00:00,98,A,SOUTHSIDE CHRISTIAN #3,,88
31301,1654706,REGULAR,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,917 EASTERN STAR CT,,LOUISVILLE,KY,40204,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/25 00:00:00,100,A,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,89
31301,1694964,REGULAR,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,917 EASTERN STAR CT,,LOUISVILLE,KY,40204,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/17 00:00:00,100,A,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,90
31323,1669301,REGULAR,CHRISTIAN HEALTH CENTER,,920 S 4TH ST,,LOUISVILLE,KY,40203,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/05/02 00:00:00,98,A,CHRISTIAN HEALTH CENTER,,91
31323,1702118,REGULAR,CHRISTIAN HEALTH CENTER,,920 S 4TH ST,,LOUISVILLE,KY,40203,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/09/16 00:00:00,95,A,CHRISTIAN HEALTH CENTER,,92
31329,1664778,REGULAR,ESSEX NURSING & REHABILITATION CENTER,,9600 LAMBOURNE BLVD,,LOUISVILLE,KY,40272,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/04/12 00:00:00,99,A,ESSEX NURSING & REHABILITATION CENTER,,93
31329,1709284,REGULAR,ESSEX NURSING & REHABILITATION CENTER,,9600 LAMBOURNE BLVD,,LOUISVILLE,KY,40272,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/14 00:00:00,100,A,ESSEX NURSING & REHABILITATION CENTER,,94
31332,1696928,COMPLAINT,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/05 00:00:00,,,HIGHLANDS HEALTH & REHAB CNTR,,95
31332,1693997,FOLLOWUP,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/12 00:00:00,99,A,HIGHLANDS HEALTH & REHAB CNTR,,96
31332,1692244,REGULAR,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/05 00:00:00,90,C,HIGHLANDS HEALTH & REHAB CNTR,,97
31334,1652908,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/02/17 00:00:00,100,A,GOOD SAMARITAN,,98
31334,1693461,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/08/10 00:00:00,98,A,GOOD SAMARITAN,,99
31334,1722999,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/12/12 00:00:00,99,A,GOOD SAMARITAN,,100
31335,1677041,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/06/03 00:00:00,96,A,ALTENHEIM,,101
31335,1713339,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/31 00:00:00,100,A,ALTENHEIM,,102
31336,1654061,REGULAR,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/02/23 00:00:00,95,A,MASONIC HOMES MAIN KITCHEN,,103
31336,1670242,COMPLAINT,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/02/23 00:00:00,,,MASONIC HOMES MAIN KITCHEN,,104
31336,1670243,FOLLOWUP,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/03/01 00:00:00,,,MASONIC HOMES MAIN KITCHEN,,105
31336,1705612,REGULAR,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/03 00:00:00,100,A,MASONIC HOMES MAIN KITCHEN,,106
31337,1652204,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/02/15 00:00:00,97,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,107
31337,1690966,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/02 00:00:00,97,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,108
31337,1726120,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/12/29 00:00:00,91,C,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,109
31337,1727114,FOLLOWUP,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/01/05 00:00:00,100,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,110
31360,1665596,REGULAR,LA PETITE ACADEMY,,9505 US HWY 42,,LOUISVILLE,KY,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/15 00:00:00,99,A,LA PETITE ACADEMY,,111
31360,1707890,REGULAR,LA PETITE ACADEMY,,9505 US HWY 42,,LOUISVILLE,KY,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/10 00:00:00,99,A,LA PETITE ACADEMY,,112
